metaedge,adamic,jaccard,preferential,resource,rwr,edge_prior
DrD,0.7243920905620346,0.5794849618741316,0.7799374050257123,0.7195696610316982,0.7415464522312261,0.7744821588932045
DrD,0.7101765670794478,0.5708504190856066,0.7799374050257123,0.7030376380845489,0.7376051117847736,0.7749811309362074
DrD,0.7031965230013146,0.5517865969562054,0.7799374050257123,0.6975628569212909,0.7249412025172959,0.7754802213733364
DrD,0.7156911878660228,0.561877032309165,0.7799374050257123,0.7118181608301322,0.7278308479446484,0.7745906079123978
DrD,0.7083275468204369,0.5596499204095489,0.7799374050257123,0.7031318798086513,0.7287712524855366,0.7734558002170165
DrD,0.6977815308715642,0.547972470997879,0.7799374050257123,0.6925663880260917,0.7234008949411967,0.7744432072258303
DrD,0.7080342845709366,0.5583356864165827,0.7799374050257123,0.7034237213286425,0.7309066681347538,0.7750952036763745
DrD,0.7187990928642086,0.5729313142399127,0.7799374050257123,0.7140333741201098,0.7354411039541862,0.775438073064567
DrD,0.7047946661078466,0.5609996726402423,0.7799374050257123,0.6981908193643065,0.7214161358170053,0.7753325247014544
DrD,0.7044595515348911,0.5674878483229175,0.7799374050257123,0.7043817665942687,0.7335818426032974,0.7752572852345357
DrD,0.713572702576789,0.5631017011459959,0.7799374050257123,0.7064567420422868,0.7332789904296109,0.7754213794928351
DrD,0.7160693387036907,0.5676994778227084,0.7799374050257123,0.7116923670715153,0.7279292334631525,0.7746509889165338
DrD,0.7190193651351795,0.5726710247544358,0.7799374050257123,0.7144093346664512,0.7384490251131699,0.7726107029473626
DrD,0.6953664091002462,0.5473258022829939,0.7799374050257123,0.6916707364647395,0.7278184165614439,0.7750868568905086
DrD,0.6931590690196315,0.5450491424417487,0.7799374050257123,0.6893457718201854,0.7202156193818288,0.7772396764762118
DrD,0.6966998229415848,0.5467423560312631,0.7799374050257123,0.6918515834918335,0.7266306866918492,0.7749523019665856
DrD,0.7084393700722145,0.5678329080024366,0.7799374050257123,0.702257302401684,0.7279038971202405,0.7749042339515282
DrD,0.7055230267695038,0.5634017118606642,0.7799374050257123,0.7022469429156803,0.7264557001739802,0.7757486800534905
DrD,0.7037867177182139,0.5528177505944866,0.7799374050257123,0.6990748091042716,0.7352007638788993,0.7756272668775267
DrD,0.7004218974671353,0.5542992754871474,0.7799374050257123,0.6967639925577451,0.7293876123042279,0.7754241025577274
DrD,0.6934864879744128,0.5444594804984156,0.7799374050257123,0.6892237666735926,0.7215603398621775,0.7733175750751949
DrD,0.7082858720881704,0.564412560906378,0.7799374050257123,0.7029087660786622,0.73182913596559,0.7757835471235258
DrD,0.7178368446071179,0.5675174468543569,0.7799374050257123,0.7152434212824096,0.7420794625853844,0.7755279934030794
DrD,0.7035313415889557,0.5480152704743402,0.7799374050257123,0.7002533042320573,0.7318691531800958,0.7739031524211895
DrD,0.7202272812032159,0.5690560969126957,0.7799374050257123,0.7170833843908,0.7308284688146913,0.7735979915620507
DrD,0.697851916179327,0.5492693010543589,0.7799374050257123,0.6942153814096361,0.7298197508632411,0.7757989383598743
DrD,0.7172112500466177,0.5759864154580107,0.7799374050257123,0.7143725732904036,0.7385238502006485,0.774428763142488
DrD,0.7111910271459969,0.5632377951935537,0.7799374050257123,0.7091084152768676,0.7359340970938386,0.7745653307665487
DrD,0.6884232447922863,0.5421253403091153,0.7799374050257123,0.6826533662705789,0.7168193654903618,0.7748431425826376
DrD,0.7066207771035231,0.5577846209582464,0.7799374050257123,0.7017353027012211,0.7256849544153018,0.7760641412015701
DrD,0.7091773206580583,0.555991541923656,0.7799374050257123,0.7059606706553648,0.7291591116415168,0.7747146849561912
DrD,0.7143136722128395,0.5529067829770558,0.7799374050257123,0.709485382173278,0.7302483967955447,0.7737585339965771
DrD,0.6985007159884756,0.5605777159760441,0.7799374050257123,0.6940843783094859,0.7272425475337616,0.7769659492574617
DrD,0.7150490181279167,0.573292238732283,0.7799374050257123,0.7106678435042768,0.7375009249541076,0.7741031200995931
DrD,0.7089642704287584,0.572389720311637,0.7799374050257123,0.7021209715658747,0.7311881501687412,0.7749163693494183
DrD,0.7174290952380106,0.562201550607865,0.7799374050257123,0.7121665355451724,0.7356274563081278,0.773843955358311
DrD,0.703661279141974,0.555336052846402,0.7799374050257123,0.6990841622402063,0.722545852564979,0.7757453650179693
DrD,0.7089155512460094,0.5591620182173043,0.7799374050257123,0.7020528949435646,0.7239914448404728,0.7747497888144781
DrD,0.7057331171456598,0.5563398574416332,0.7799374050257123,0.698365509896861,0.7224040164023222,0.7742576836307691
DrD,0.7124583770651635,0.5664604240995978,0.7799374050257123,0.7071275631588263,0.7259785718471792,0.7746365448331917
DrD,0.7033510865324907,0.5659149231651723,0.7799374050257123,0.698941556515732,0.730038069631137,0.7757651960340336
DrD,0.6994007481324807,0.5567258814886641,0.7799374050257123,0.6958209241490274,0.7279685403129038,0.7744456935024713
DrD,0.7060544980000273,0.5648329192498786,0.7799374050257123,0.7005618985208432,0.7264848251289163,0.7741267397276816
DrD,0.7083156482107983,0.5676917822045342,0.7799374050257123,0.7021560162270989,0.7359227312577659,0.7752252596235185
DrD,0.7032136309524866,0.5598714358188404,0.7799374050257123,0.6996372403986805,0.7286070990301745,0.7745523666097782
DrD,0.7036701587014059,0.5584577507602383,0.7799374050257123,0.7005819663251588,0.7288420521727395,0.775924317739051
DrD,0.7082506498357578,0.5558678200622399,0.7799374050257123,0.7028735438262496,0.7228439689736355,0.7747436915170017
DrD,0.7156541305046609,0.5690279783078283,0.7799374050257123,0.7126529578108453,0.7348976749169612,0.7753379116341763
DrD,0.7175604535205382,0.5766713254755151,0.7799374050257123,0.7123249468854354,0.735714120808182,0.772778585817686
DrD,0.7073166977747232,0.5604303152894766,0.7799374050257123,0.7035914858048403,0.7289365306850936,0.7748790160027421
DrD,0.7253234379523026,0.5735055257498344,0.7799374050257123,0.7214192732613378,0.7367701964099349,0.7746566126375075
DrD,0.7070314863257745,0.5619583690735601,0.7799374050257123,0.701677881550229,0.7270033913997322,0.7745092119509398
DrD,0.717184315383008,0.567380405653793,0.7799374050257123,0.7130609439682041,0.7350416421738819,0.7757003752501817
DrD,0.7082451445089101,0.561437434920229,0.7799374050257123,0.7034701318259393,0.725352977286679,0.7757357158967201
DrD,0.7134474415917379,0.5763761097229398,0.7799374050257123,0.7071474533719533,0.733456818406498,0.7742535990334303
DrD,0.7139689085186349,0.5695077705024587,0.7799374050257123,0.7087953812083659,0.7254877098017904,0.774848825500674
DrD,0.7048074526734283,0.5528276365039873,0.7799374050257123,0.7025617528960684,0.728879819898856,0.7751490138065309
DrD,0.6913077992722313,0.5459655721721711,0.7799374050257123,0.6872437433144317,0.7211873687675112,0.7746247646176788
DrD,0.7026554618466051,0.5562277382045413,0.7799374050257123,0.7004324345443277,0.7339345387039277,0.7736988633571956
DrD,0.7145670948390225,0.5617940972240721,0.7799374050257123,0.7094432930615715,0.7267654488054921,0.7740832890835287
DrD,0.702767521886634,0.56184382275689,0.7799374050257123,0.6986281080677901,0.7253586602047152,0.7749255448941644
DrD,0.7168673151112933,0.5711228439689736,0.7799374050257123,0.7128774922703435,0.7370351624633792,0.7732323905017128
DrD,0.7117239191060296,0.5748675317725436,0.7799374050257123,0.7049172632250679,0.7273585737770035,0.7765192482209803
DrD,0.7116982275807404,0.5620008725647069,0.7799374050257123,0.7063224831036784,0.73052017051122,0.7739196684017325
DrD,0.6960104139473015,0.5491638118883093,0.7799374050257123,0.6920117707439827,0.7295899478651467,0.7743272993767141
DrD,0.6931711452204588,0.5401045893706938,0.7799374050257123,0.6876430867006104,0.7269778182685688,0.7745107510745746
DrD,0.6952213762961935,0.5347375468618748,0.7799374050257123,0.6921785880671742,0.7230365074206478,0.7750308564690254
DrD,0.7141341275211288,0.5623219574337599,0.7799374050257123,0.7098437611919446,0.731403627477619,0.7729607351801634
DrD,0.7044252764354844,0.5426225956372948,0.7799374050257123,0.7008609028854423,0.7338894305420143,0.7751744093465058
DrD,0.7006393874761508,0.5551578104900747,0.7799374050257123,0.6975108819000836,0.7287279202355096,0.7747470065525228
DrD,0.7041026524427962,0.5421326215478492,0.7799374050257123,0.6980283234267048,0.7265430750387889,0.7740743503270342
DrD,0.7067825034793073,0.567046119839718,0.7799374050257123,0.7008865944107318,0.7284184379907808,0.7760948644772042
DrD,0.7237630625718874,0.5773423833803062,0.7799374050257123,0.7165808013269614,0.7266808858011701,0.7755923406104283
DrD,0.696651991714779,0.534567473700225,0.7799374050257123,0.6915407397146583,0.7198945345127756,0.7737336712301682
DrD,0.6965763378684202,0.55727611818812,0.7799374050257123,0.6918750255287333,0.7294799597223184,0.7760719552138701
DrD,0.7087776812865653,0.5563142843104696,0.7799374050257123,0.7025271226142844,0.7324156604645904,0.775315179962031
DrD,0.7176989746476738,0.5718623928755151,0.7799374050257123,0.715511702371375,0.7354564359934717,0.7755269278559475
